token,token_id,cluster
Кудрина,77217,215
Гамлет,75149,215
гибелью,45264,215
Реза,69930,215
капел,61383,215
путей,16523,215
Винова,66081,215
свечи,25395,215
Лета,45115,215
Сия,61461,215
Балтиморе,95735,215
каст,25364,215
земляных,95594,215
Смольный,44936,215
Мистраль,44921,215
Моль,61613,215
Заблу,95451,215
Люд,16158,215
чарте,48582,215
эры,26701,215
земской,72198,215
сальто,114050,215
веку,39064,215
Зовут,106516,215
Фени,36468,215
тружеников,116625,215
стране,3221,215
Туре,57063,215
мае,6948,215
МАР,70855,215
ахнул,80077,215
Эрмитаж,68435,215
мора,6979,215
Поста,28660,215
отшельника,118671,215
Могила,78886,215
спела,114214,215
тронула,67478,215
мирской,114270,215
Маяк,52172,215
утес,106972,215
Витязь,56878,215
сингла,38392,215
эпохе,52653,215
Распоря,55680,215
МЕНЯ,109459,215
Воли,114241,215
Силан,106752,215
Иртыш,55723,215
менты,52733,215
водрузил,116713,215
областным,78500,215
содержали,55747,215
Виль,9072,215
неожида,4275,215
имела,9095,215
яр,4458,215
глубинке,113675,215
усатый,107876,215
испы,3143,215
Бульвар,78455,215
вска,51960,215
корвета,106142,215
славе,50648,215
ЭЛ,79874,215
мов,110270,215
див,118524,215
АЖУР,49207,215
прудах,113449,215
Графи,55376,215
Риге,28832,215
румя,34817,215
фюзеляжа,55592,215
морали,28820,215
булав,113919,215
гаубицы,71986,215
Угро,35536,215
широ,3148,215
обре,6822,215
истяза,70816,215
рвота,80943,215
Дога,54176,215
львиная,106348,215
сценой,57191,215
звенит,106202,215
суток,9319,215
палитры,39023,215
Голуби,106152,215
мерой,52021,215
Изобре,71038,215
крести,80783,215
грозят,56783,215
Левит,115314,215
Извест,7977,215
Лиха,49995,215
привы,3760,215
сказочные,107697,215
Роди,8249,215
Давным,108099,215
урода,107653,215
Валю,49754,215
ордену,80440,215
Вя,7758,215
Югра,56559,215
Сычуань,108534,215
хутор,36086,215
быта,38144,215
завыл,108542,215
участком,56490,215
пейзаж,39332,215
звена,35715,215
тради,3658,215
Ирония,107914,215
звеном,56361,215
недол,39350,215
сажен,49980,215
Правосу,114973,215
Напол,107807,215
далекий,53691,215
наледи,107792,215
БАР,107786,215
неистов,71754,215
свидет,3553,215
флангу,70940,215
поместья,49990,215
ордена,9428,215
государем,107567,215
Феникса,107487,215
душе,7588,215
вузе,67690,215
Зем,3977,215
Заль,52232,215
Динь,108908,215
Хора,78174,215
Удаль,50120,215
Катерины,114491,215
лакея,108989,215
испытал,29724,215
орали,80257,215
мужчи,4021,215
наутек,109116,215
Коман,7224,215
злая,55992,215
государ,1340,215
лигой,108738,215
века,3421,215
Сня,67665,215
видом,8354,215
кланов,56673,215
РОД,108611,215
Карту,108612,215
лесам,68383,215
Май,3412,215
часовым,108649,215
изда,2332,215
знако,3887,215
Обнару,56135,215
краем,29618,215
сар,29616,215
губерна,3915,215
Буты,39425,215
давние,54346,215
валю,4481,215
измены,67389,215
Измайлов,78254,215
Ирка,68088,215
орден,5526,215
дельты,112882,215
колдуна,57545,215
миро,2776,215
Юбилей,48825,215
Юнкера,116338,215
путников,79220,215
наводил,111925,215
санов,57512,215
синглы,111908,215
Ром,30211,215
рода,4944,215
Феникс,54876,215
Ввиду,48857,215
сцена,5628,215
Тор,5673,215
Сены,113365,215
царит,51228,215
Несу,105456,215
Навер,5765,215
ублюдков,105492,215
Тора,51787,215
мания,112986,215
лета,5854,215
коварные,113000,215
форе,111485,215
Жер,30233,215
смотре,2715,215
дворик,73458,215
собы,2682,215
орда,116467,215
Окленд,112624,215
Дубль,112598,215
ставлю,51685,215
веках,30003,215
эскадре,112574,215
давних,51661,215
заводил,112479,215
площадь,5223,215
чудови,10336,215
Айове,112699,215
Ригу,72217,215
троицы,116565,215
Шахтер,36169,215
Валу,51548,215
домаш,5024,215
КамАЗ,38032,215
Разме,68065,215
луга,51484,215
сюрту,57705,215
загон,81309,215
Двина,77692,215
земских,112269,215
руи,51725,215
Мор,5004,215
музы,2654,215
отелях,72261,215
Заб,117213,215
Стран,10188,215
Июнь,105116,215
Сумас,71539,215
Государ,4880,215
Новей,111689,215
смотра,115153,215
влас,105925,215
УКРА,105689,215
священ,6147,215
Виз,111092,215
Сень,57374,215
Цыган,52861,215
коварный,81034,215
засуети,72476,215
Целая,105763,215
ИРА,111067,215
Синае,79123,215
ГАР,110787,215
Кан,6196,215
домина,55121,215
узком,39547,215
сентябрю,81058,215
сирены,49142,215
вотчин,116029,215
обща,27804,215
мая,2574,215
земляков,71151,215
государя,35855,215
Тал,34325,215
Таль,39541,215
девизом,68125,215
селя,113150,215
фланге,35090,215
Лучи,79640,215
ратуши,105970,215
ЧАЭС,105553,215
заливе,29818,215
Ополченцы,53297,215
львиную,35449,215
орды,49168,215
дворам,116889,215
племён,50869,215
Куб,81126,215
кварти,2964,215
неболь,2977,215
первобы,36234,215
зрелищ,39533,215
лакей,72463,215
велича,67891,215
Тюмени,29030,215
рояле,118573,215
Доли,111286,215
вора,44325,216
Бандиты,85473,216
разбойник,69999,216
узников,54242,216
взятки,17963,216
украдены,110631,216
взлома,26368,216
отвлек,32604,216
покушения,32269,216
охвачен,112325,216
тюрьмой,99933,216
воруют,63838,216
Арестован,100296,216
тюремный,70315,216
похищен,69671,216
ограбить,69772,216
взятку,37858,216
жадности,79428,216
тюрьму,15672,216
тюрем,13236,216
краж,66162,216
кражи,36394,216
казни,16889,216
похищена,99841,216
украсть,38740,216
Преступник,80071,216
злов,71924,216
взятке,95751,216
арестов,76102,216
шпион,25321,216
похищены,65730,216
разбой,14654,216
шпионаж,74711,216
взяточ,43692,216
арестом,25957,216
жадный,98060,216
ограбления,50462,216
нарушителя,55728,216
подкрался,111581,216
украли,30988,216
кражу,44690,216
грабеж,61918,216
заключён,23851,216
украл,31417,216
похищают,112805,216
грабителя,79460,216
ограбил,90815,216
тюрьме,13770,216
краже,31964,216
Нарушения,94270,216
ЦРУ,17527,216
шпионаже,46602,216
бандит,30201,216
воры,43743,216
грабить,51780,216
разбойни,99319,216
мафией,114068,216
жадным,108415,216
аресто,5365,216
Арест,86928,216
арест,12848,216
шпиона,21605,216
затвор,42135,216
тюремной,68545,216
тюрьма,42481,216
жадностью,71547,216
шпионы,68484,216
грабитель,59207,216
грабежи,88072,216
Разбой,58706,216
жадность,68480,216
нарушитель,81142,216
бандиты,30751,216
аресты,52626,216
краду,80629,216
взяток,47742,216
жадные,103864,216
тюремных,107491,216
ограб,22612,216
Преступ,30587,216
украден,27722,216
выманить,106129,216
банды,23363,216
откуп,80555,216
тюрьмы,12435,216
аресту,48132,216
рейдов,81802,216
бандитов,26772,216
вор,8518,216
заключены,47386,216
тюрьмах,47932,216
цветах,55411,217
цветами,17649,217
Лиля,71559,217
садом,58398,217
листвы,67008,217
саду,15945,217
ягод,40736,217
цвета,4995,217
Тюльпанов,108367,217
цветы,13953,217
цветки,76871,217
Цветок,118534,217
Лил,41192,217
Цветы,63784,217
садовых,97811,217
гриб,36466,217
букеты,113232,217
листьях,90268,217
Сад,30908,217
грибы,32132,217
разноцвет,23953,217
ягодами,94519,217
листья,20170,217
веточки,106602,217
Растения,109467,217
грибов,39209,217
букет,37831,217
цветущих,119355,217
цвето,15299,217
листву,84627,217
Цветки,65384,217
Флора,58859,217
цвету,25651,217
листва,98143,217
Цвето,81277,217
ягодицы,70654,217
листьев,23746,217
растениях,88803,217
цветочный,117098,217
букетом,98588,217
Цвета,37514,217
растениям,111340,217
Вишня,93082,217
цветам,109909,217
цветком,100703,217
цветочки,78000,217
растения,12936,217
цве,23311,217
Флор,102504,217
Цвет,16697,217
флоры,69771,217
гриба,108189,217
растений,13109,217
расцвет,32589,217
цветок,31461,217
цветка,60476,217
Листья,46237,217
соцветия,116900,217
раздумий,58451,218
обдумал,113132,218
подумали,31754,218
идея,7555,218
думать,5974,218
умысла,85791,218
раздум,33325,218
думалось,92180,218
дум,22323,218
Думал,44795,218
Идеи,75796,218
размышляет,80115,218
Подума,16903,218
идеа,45206,218
обдума,98674,218
думали,14920,218
вздумается,71329,218
подума,2890,218
мышлению,111474,218
мысли,4115,218
размышления,25182,218
Идею,81149,218
подумайте,40364,218
Думать,86694,218
мысль,5757,218
ума,7229,218
раздумье,74199,218
мыслить,37523,218
вздума,26842,218
обдумать,51071,218
Представь,58282,218
вдуматься,117701,218
обдумывать,100655,218
подумал,5138,218
обдумывал,78089,218
размышлять,47222,218
Мысль,33628,218
идей,11913,218
Мысли,34127,218
Подумай,52408,218
мыслит,78717,218
Думай,82954,218
представим,72963,218
подумай,39760,218
размышлений,41348,218
Подумать,63869,218
думают,15325,218
мышления,21562,218
мыслей,15327,218
придумать,17899,218
идеям,63205,218
обдуман,91450,218
Идея,21528,218
думал,5042,218
мыслят,112744,218
поразмыслив,112158,218
выдумкой,114915,218
идеях,89849,218
подумать,9347,218
продумать,82436,218
Подумаешь,60752,218
Думали,96294,218
подумаешь,65187,218
идею,10908,218
вздумай,71534,218
раздумья,56145,218
мыслях,33522,218
думайте,50569,218
поразмыслить,96315,218
Подумав,82111,218
думает,10807,218
обдумывая,78343,218
думай,34713,218
мыслью,27419,218
Подумайте,55686,218
подумывал,92841,218
подумав,30825,218
думая,19856,218
сигналу,70124,219
прислать,42264,219
общению,72701,219
послания,33842,219
сигнал,11721,219
уведомила,110800,219
отправку,70516,219
послание,22406,219
достав,6344,219
отправки,35819,219
поч,1152,219
посыл,63113,219
отправлен,20169,219
знамя,35479,219
посла,4260,219
адрес,6546,219
адресу,15245,219
Посла,33094,219
посылка,103392,219
послать,22114,219
посылку,76771,219
Почта,54429,219
посылать,37499,219
Ссылка,67791,219
жестом,22015,219
сигналов,33079,219
признак,27253,219
доставку,43199,219
отправлены,30519,219
адресов,60230,219
пост,3866,219
признаков,17689,219
объявлению,108252,219
Подпись,104406,219
постами,114774,219
Сигнал,65456,219
Посту,65792,219
отправке,47361,219
знаков,20984,219
жест,5497,219
посты,13732,219
уведомить,83193,219
отсылка,111941,219
адресной,86669,219
жеста,87729,219
признаку,41462,219
посыла,12744,219
поста,3759,219
посланы,93974,219
адресом,86273,219
знак,8135,219
сигналом,47175,219
объявлений,54539,219
Достав,82867,219
послан,18218,219
Почты,62396,219
знаки,18028,219
посланец,117391,219
посылки,57823,219
доставлен,21208,219
жестами,67605,219
Подписа,59255,219
жестов,68815,219
послав,100144,219
сигналы,24921,219
Пост,26430,219
знаке,119876,219
почты,21607,219
Адрес,45722,219
Знаки,118072,219
присылают,107153,219
вещания,42879,219
Послание,71896,219
доставке,55931,219
почте,29383,219
почта,42875,219
поща,33299,219
посланий,95314,219
посылают,64200,219
почту,31059,219
знаку,78804,219
Знаком,52869,219
посланием,72115,219
Знак,43008,219
Поч,2800,219
отсылки,111165,219
посылает,40268,219
почт,51154,219
присылать,94722,219
послами,95614,219
спам,54853,219
посылая,87804,219
пошлют,98350,219
доставлены,21805,219
Ста,1775,220
Звезда,18077,220
струн,73772,220
Ст,4858,220
стоек,106123,220
Щи,64660,220
Сте,4482,220
ставкой,78452,220
Степану,119917,220
струна,103023,220
Стр,35451,220
СТР,79530,220
Ща,63078,220
стри,10900,220
Сту,10863,220
струны,58479,220
стер,11546,220
Сталь,81629,220
Щу,31128,220
Сат,54797,220
Струга,54742,220
Сиднея,91481,220
спутница,87824,220
Стали,24621,220
Стро,9424,220
ставро,77050,220
Ставро,15976,220
ст,811,220
Стад,76619,220
Бас,58116,220
стро,1540,220
Стру,19219,220
Стал,29485,220
Солсбери,65258,220
стоян,15285,220
Стас,34487,220
Стар,8512,220
сту,2003,220
Св,21320,220
Сен,8291,220
Сты,37772,220
Стя,106401,220
Сти,13175,220
Сет,39992,220
Стан,14513,220
санкт,64100,220
шт,26427,220
Стало,21684,220
сти,2311,220
сет,4433,220
Щ,272,220
св,13041,220
Сент,14407,220
стра,980,220
Сидней,59575,220
Сид,20049,220
Санкт,4143,220
стря,28683,220
Штейн,70480,220
тигры,91642,221
слон,53842,221
слона,44985,221
приматов,84361,221
слоны,88401,221
тигров,66074,221
обезьяна,60473,221
Тигр,59797,221
шимпанзе,60567,221
тигр,49572,221
тигра,43261,221
обезья,20240,221
обезьяны,46007,221
обезьян,37874,221
обезьяну,112828,221
Слон,95235,221
Обезья,76683,221
Тигра,72861,221
влажными,94449,222
вонь,62923,222
жуть,85988,222
выброс,56903,222
пыл,38961,222
Суха,58844,222
грязью,37905,222
нечисто,49024,222
грязно,53897,222
пыль,13729,222
пыли,17496,222
сухой,20524,222
туман,12560,222
влажную,95231,222
грязным,66517,222
мочить,98706,222
душно,67695,222
влажной,29727,222
кал,39605,222
грязь,20863,222
влажное,120124,222
смет,27785,222
грязными,65743,222
сухо,8583,222
поливать,74551,222
пыльной,90665,222
мусор,14644,222
сухое,55807,222
мусорных,92597,222
влажно,111291,222
грязный,46151,222
мусорный,84671,222
грязных,47614,222
высох,59136,222
грязевой,40234,222
влажный,58741,222
сухом,68838,222
влажных,72281,222
выброса,76631,222
воняет,76939,222
гряз,8179,222
грязном,91114,222
мусора,21344,222
прах,33851,222
засухи,74990,222
пыла,23172,222
грязной,37463,222
пот,15560,222
мокрую,74931,222
грязное,69434,222
сточных,89406,222
Пот,31635,222
суше,36535,222
моче,34606,222
Мусор,62203,222
влажным,80092,222
убира,12723,222
грязи,19388,222
влажные,53653,222
моча,103102,222
прахом,71282,222
кале,47350,222
пылью,45993,222
грязные,35469,222
грязную,52320,222
Туман,44415,222
вонючий,109034,222
пылу,85403,222
мусорные,101041,222
Зер,27735,223
зи,5586,223
Зари,40745,223
заин,56212,223
Замо,40152,223
Зам,18386,223
Запро,112662,223
Забу,112924,223
Зев,39632,223
Зао,35734,223
Зина,33663,223
Заки,99459,223
Зоя,37572,223
Зако,101369,223
Зау,73175,223
Зиг,32466,223
Заре,32509,223
Зейн,116597,223
Зубов,48550,223
Зар,31197,223
Засу,83285,223
Зав,52422,223
Зоб,87155,223
Заго,63835,223
Заря,36978,223
Золу,65746,223
Зои,60982,223
Зе,6276,223
Зине,106086,223
Захо,44949,223
Заи,65523,223
Зан,36338,223
Зон,46099,223
Зет,119199,223
зу,4263,223
зонда,80135,223
Зу,8644,223
Зерка,91557,223
Зуев,86523,223
зы,30368,223
Зат,113213,223
Земфира,118702,223
Заво,110743,223
З,184,223
Заку,48029,223
з,125,223
Заклю,32126,223
Звез,19132,223
Зи,7113,223
Зас,70015,223
Зо,4446,223
зева,52020,223
Запу,79970,223
Зевса,73467,223
Заму,87874,223
Зин,32754,223
Зубова,109135,223
Зы,40718,223
везут,47828,223
Зап,97941,223
Писку,118257,224
Франти,107977,224
Рауля,77250,224
Марьино,96223,224
пестро,94228,224
фортепиан,69171,224
Альберто,53084,224
Фидель,68925,224
Педро,31038,224
Данило,80889,224
Врио,101023,224
Хулио,84139,224
Колумба,93322,224
Пехо,104528,224
Хуан,22908,224
Сантьяго,45648,224
майо,34933,224
буйво,104695,224
шпагой,93946,224
Рому,45761,224
Мануэль,43203,224
Мануэля,84901,224
маркиз,46938,224
месиво,91012,224
Тито,52473,224
Бруно,33487,224
Роме,59224,224
Рико,38967,224
Беско,51635,224
Пегас,119895,224
Колумб,109010,224
Фигаро,115626,224
Хосе,18929,224
Ромен,112899,224
Диего,24035,224
ацтеков,109188,224
Анто,7000,224
Риу,113142,224
Аресто,48172,224
Франко,32431,224
Гектор,64810,224
Рено,33218,224
Карло,14780,224
Феликс,30254,224
пехо,7347,224
Коста,25146,224
Феликса,61418,224
Фиделя,107392,224
Марино,66474,224
Недо,22564,224
мафия,81171,224
синего,35287,224
Жанейро,28639,224
Маэстро,96007,224
испыта,8294,224
Данте,36545,224
Писка,94825,224
Миро,11386,224
Арагон,117797,224
Пьера,47499,224
Майо,49487,224
Жако,116705,224
Марко,22398,224
Карлос,28637,224
зайти,20717,225
влезать,114527,225
открылся,21345,225
погружаться,85947,225
входила,18395,225
Внутри,18982,225
Войдя,52228,225
внутри,4232,225
погружается,78828,225
вступая,89111,225
внут,2723,225
въезд,18627,225
войдет,29533,225
въехали,63375,225
заходит,32257,225
проникают,68411,225
вошёл,18506,225
Зайдя,115835,225
Входи,116539,225
Вошла,114271,225
входящие,43632,225
Внут,22258,225
внеш,3190,225
вторгся,71818,225
открылись,31967,225
входит,6347,225
Пройдя,46499,225
вхождения,50845,225
заходи,56921,225
Вступил,119681,225
открывались,75084,225
входи,30707,225
Войдите,110837,225
входа,12134,225
открываем,102224,225
входная,80859,225
входе,28976,225
входящий,58732,225
включается,50824,225
входить,29011,225
сходи,35128,225
зайдя,102739,225
заходе,95455,225
включаться,111436,225
входную,61624,225
заходить,39520,225
впуска,95352,225
унес,30245,225
въезжать,102903,225
захожу,95318,225
Входит,11622,225
войти,11878,225
Вступа,96432,225
вошел,8542,225
открывая,30477,225
влез,25892,225
взойти,109276,225
пройдя,33278,225
Вход,37883,225
вступи,6969,225
вступила,28532,225
Входя,118418,225
вхожу,108964,225
открывай,118857,225
въехать,74610,225
Заходи,80331,225
вошли,7611,225
заходил,37096,225
влезть,72876,225
входящей,74473,225
Входил,74879,225
включиться,99974,225
войдя,45734,225
вступал,78263,225
проник,8052,225
входящим,107929,225
Внеш,47088,225
проникся,82556,225
входил,15734,225
открываю,74996,225
входя,11545,225
проникая,119828,225
Заходите,98119,225
Входите,103191,225
заходите,95173,225
вход,10852,225
вступали,71247,225
вошла,10765,225
заходят,57602,225
открылась,17564,225
вступа,10927,225
проникать,62174,225
входите,112314,225
погружался,105451,225
внутрь,10941,225
вступ,10289,225
входы,93755,225
вступил,11027,225
проникает,48276,225
заходя,48816,225
открывался,51712,225
входные,104867,225
входу,48253,225
проникал,67331,225
ничем,10292,226
Никому,38141,226
Ничто,33532,226
голые,37754,226
Праз,26651,226
пустом,45694,226
сухим,41700,226
Нико,2177,226
сам,1765,226
голых,66318,226
праздно,29718,226
голый,45617,226
пустые,22810,226
никому,7192,226
Никто,7061,226
пустая,42635,226
Нон,66623,226
Ничем,76916,226
бесчув,50583,226
никто,2606,226
некуда,18248,226
небытия,87181,226
Нигде,60299,226
никуда,10510,226
пустяки,66441,226
нико,2004,226
Ничуть,93724,226
пуст,46766,226
пустым,37561,226
пустяк,88916,226
ничью,48504,226
безоружных,109801,226
лишён,74797,226
бездарно,104980,226
нигде,13460,226
пусты,6879,226
нипочем,93957,226
Никуда,64191,226
ниоткуда,57083,226
голым,62705,226
бездна,94657,226
Уничто,42219,226
праздни,12119,226
босыми,102207,226
наго,30377,226
Без,5960,226
пуста,52849,226
Ником,113212,226
без,1151,226
голая,58644,226
пусто,9152,226
пустое,45055,226
голую,92029,226
босые,94497,226
пустых,38940,226
пустой,17370,226
ничто,9405,226
ничуть,19466,226
уедин,31750,226
Немало,75302,226
нищ,27227,226
ничему,49018,226
Пусто,41063,226
Ничего,5578,226
гола,17574,226
голыми,41062,226
Пусты,57516,226
пустя,23553,226
ничего,1590,226
ничья,43774,226
пустыми,35457,226
несущий,103760,226
никем,41585,226
родителях,87257,227
Семья,25285,227
семьёй,38351,227
родину,14635,227
Родные,98594,227
родителям,19696,227
семью,10954,227
семья,6511,227
Семьи,75468,227
семьи,5017,227
родине,18566,227
родина,43521,227
семьях,44499,227
Ливерпуля,42179,228
Британское,101898,228
шотландцы,115738,228
британское,52591,228
ирландец,105999,228
Уэльса,49651,228
Англией,50357,228
Уэльс,66461,228
Англию,23053,228
Уэльсе,55888,228
британскую,74446,228
британскому,81133,228
Ирландия,48462,228
шотландских,105445,228
Шотландия,53478,228
Ирландию,83039,228
британец,56686,228
ирландской,93509,228
Шотландию,84843,228
Англий,25831,228
Дубли,54110,228
британцы,44786,228
Дублине,92879,228
шотландский,69644,228
ирландцев,112221,228
Англия,20259,228
Британской,34955,228
Дублин,110273,228
шотландцев,96481,228
британцев,45737,228
Британцы,96157,228
британской,16978,228
Сати,65310,229
Сигу,55532,229
Селим,101667,229
Сева,8734,229
Сами,15787,229
сома,60631,229
Сема,50791,229
Страхо,114237,229
Сейм,78623,229
сена,8215,229
Сул,108005,229
Сашу,65651,229
Сани,89437,229
Сима,59438,229
Сашей,89435,229
Сафо,78673,229
Сэма,43269,229
Ширя,91320,229
Сэм,12975,229
Саму,26551,229
Сабо,100704,229
сапоги,23733,229
Шали,59260,229
Сени,96967,229
Саня,43353,229
Самой,23691,229
Сан,2462,229
Суаре,92022,229
Саше,73613,229
Сарой,104874,229
Сах,93440,229
Сале,37321,229
Сапе,84987,229
сезо,2613,229
симпа,10507,229
сенью,104978,229
Сель,32588,229
Сар,10746,229
Шура,62152,229
Семина,62648,229
Сулей,29911,229
Симо,18796,229
Сэму,92676,229
Сули,105511,229
Смита,44645,229
Сума,84714,229
Сора,94591,229
сало,22500,229
Самсо,81753,229
Селин,105594,229
Сем,4939,229
Сеня,77028,229
Сал,22341,229
сено,40699,229
Сало,32337,229
сану,82101,229
Соси,119588,229
сун,16477,229
седан,55264,229
Севка,110016,229
Сейма,67488,229
Сару,63686,229
Басу,33438,229
Сего,3832,229
сулит,74637,229
Савин,50513,229
саней,99576,229
Сохра,28702,229
Сом,26181,229
салом,99477,229
сора,20702,229
Сане,74531,229
Секу,50180,229
Шаля,74535,229
Шамиль,63364,229
Саб,68989,229
семина,14025,229
Сура,72833,229
Сашку,119521,229
Сожа,83109,229
Сари,108419,229
Саре,80019,229
санях,89828,229
Шива,109647,229
сеньора,63507,229
Сига,98504,229
сухари,97303,229
купцов,44230,230
купят,95561,230
купите,81329,230
проделки,115894,230
рынком,45228,230
продаем,118079,230
продать,12045,230
куплено,102229,230
продам,106680,230
торга,26002,230
рынка,6236,230
аукционы,90297,230
сделки,12130,230
продаётся,93615,230
сделках,84262,230
Прайс,66917,230
закуп,42235,230
дилера,104636,230
торг,51721,230
сделок,25959,230
бирже,14032,230
Продажи,49537,230
Прода,22968,230
цена,5970,230
дилер,61667,230
акциях,48757,230
Рынок,43152,230
купли,57652,230
поставки,10045,230
Купить,87490,230
Продав,72680,230
продают,26115,230
рынку,34047,230
Купи,81657,230
цены,5445,230
рынкам,63599,230
биржевых,84850,230
рынке,5562,230
продавец,37977,230
продавцу,94756,230
Продан,90344,230
продан,41562,230
торги,26161,230
дилеров,73410,230
скупо,81085,230
бирж,111657,230
продаёт,105860,230
биржу,88107,230
дилеры,98030,230
рын,10625,230
аукционе,36165,230
ценам,26187,230
рынками,113230,230
закупить,57789,230
купцы,47619,230
Сделка,64119,230
биржевой,101125,230
рынков,23693,230
цену,12696,230
биржа,59204,230
продается,36370,230
выкупить,45802,230
продажу,12775,230
сделка,25760,230
товары,12825,230
рынки,20811,230
куплена,89223,230
сделку,21465,230
продаются,39314,230
проданы,45862,230
продавцы,53718,230
торгу,21388,230
купец,41066,230
продажей,47139,230
продает,37779,230
рынок,6750,230
продали,31861,230
продал,21297,230
купцом,107996,230
Цена,21184,230
цени,13306,230
выкупать,108105,230
Цены,26394,230
продав,13450,230
ценами,42742,230
ценах,40232,230
сделкой,110051,230
куплю,49842,230
Купил,75893,230
торгах,34724,230
куплены,77483,230
сделкам,114589,230
продаже,12396,230
биржах,75001,230
рынках,19780,230
купить,7578,230
Продавец,82452,230
продаю,107084,230
продаж,12575,230
аукцион,38127,230
продажи,8487,230
нарком,86455,231
опиум,100233,231
героин,45937,231
героина,51013,231
опи,15597,231
героинь,97527,231
допинг,30491,231
допинге,102968,231
Нарком,71708,231
опья,17989,231
слухам,32276,232
почуял,97395,232
слышна,99900,232
слышим,52437,232
Слух,109336,232
слыша,3659,232
слушание,71790,232
послуш,97320,232
послушай,46075,232
послыша,13227,232
услышав,22904,232
Слушаю,50416,232
Слышно,114986,232
чув,1929,232
услышать,13309,232
Слышь,70860,232
слушаниях,55326,232
Послушай,21947,232
слушая,32522,232
Выслушав,73598,232
слушай,34162,232
слушания,32585,232
слышат,50339,232
слушаем,115480,232
подслушать,117253,232
слышен,47833,232
Слушая,88312,232
Слышите,102788,232
почуяв,111448,232
послушаем,109752,232
слышу,19030,232
Слуша,19019,232
слушаю,36183,232
Послыша,43536,232
послушайте,61406,232
услыша,4266,232
подслуши,46427,232
слушают,51295,232
прослушать,103613,232
Чуй,100754,232
слушаний,45375,232
слушает,33985,232
слушать,12133,232
услышит,44451,232
Слушаюсь,73079,232
слыши,92817,232
Слышу,88998,232
слушайте,52201,232
Чув,17636,232
слышно,15033,232
услышим,116239,232
Почув,46780,232
Слушай,15140,232
слышите,50301,232
слышать,14350,232
Слушайте,36371,232
чует,116791,232
слуша,4779,232
Слыша,30010,232
Послушайте,28646,232
послуша,24103,232
послушать,27249,232
слухами,82681,232
услышат,66551,232
услышите,85749,232
слуха,38688,232
выслушать,37870,232
Услышав,30387,232
чую,84451,232
слышит,24162,232
Услыша,77523,232
выслуша,29780,232
прочные,71805,233
Держись,63746,233
пребывал,43712,233
выдержка,90130,233
Стоял,78245,233
устойчивая,105783,233
добиваясь,90091,233
стойке,37830,233
упорным,119675,233
подержать,81183,233
трезвый,81727,233
удержания,67913,233
терпи,23887,233
стоящую,67380,233
стоящих,34408,233
строгим,46692,233
выносит,61183,233
верной,57199,233
устоял,84151,233
Задержи,116059,233
строгая,78683,233
твёрдо,57894,233
воздержаться,42883,233
сохранять,21708,233
упрямый,87378,233
стоящей,55519,233
верны,57119,233
удержали,106452,233
настоял,50668,233
прочную,102362,233
длится,26993,233
удержался,33966,233
Упор,91898,233
верный,27361,233
навеки,46886,233
устоя,22528,233
удержал,58314,233
хранился,89995,233
твёрдой,109165,233
стабильные,102472,233
проживет,105487,233
сдерживать,39756,233
устои,87598,233
упрям,41950,233
держись,68749,233
прочных,119683,233
дожить,64769,233
стояв,21586,233
удержа,7785,233
сдержа,9830,233
сдержал,56055,233
выдержал,21065,233
верную,65808,233
удерживать,29007,233
упрямо,33329,233
закрепиться,52067,233
Устой,103296,233
удержи,9820,233
усилен,115297,233
держит,16221,233
строже,96693,233
держи,14580,233
бодрый,103087,233
соблюдать,18917,233
держать,9382,233
удержаться,29452,233
выдержу,111255,233
стоящий,36422,233
твёрдых,106185,233
Спасти,91122,233
стояла,7416,233
решимостью,98195,233
уперся,50743,233
стою,38720,233
Строга,118929,233
выжила,80608,233
задержи,13761,233
бодрым,89909,233
устойчивые,87864,233
выдержит,45391,233
находитесь,56626,233
выдержать,27183,233
держаться,18456,233
удерживая,65471,233
сохрани,11577,233
стояли,7809,233
Стой,30106,233
терпимо,97698,233
упорные,102049,233
содержать,24904,233
Стоя,31313,233
упрямство,82883,233
проживать,73554,233
податься,82460,233
стои,26778,233
продлится,22481,233
прочным,98916,233
стабильных,107209,233
пребывая,85754,233
добиваться,23782,233
уперлись,119180,233
стоящим,66823,233
стабильную,104822,233
воздержались,71378,233
выжить,20338,233
верна,61601,233
строгую,101538,233
задержится,118203,233
стабильно,33503,233
стоящие,41691,233
побыть,37651,233
держался,26407,233
бодры,66795,233
выдержали,53930,233
держится,23748,233
сохранить,8593,233
стоял,5088,233
стоявшим,110898,233
выносить,37774,233
остан,32746,233
находимся,28295,233
повинуясь,68767,233
устой,10167,233
неподви,12611,233
пожить,47335,233
храниться,71993,233
стабильный,65841,233
удерживают,68052,233
верных,47224,233
выжил,33558,233
устоев,118382,233
Оста,5049,233
Держи,36181,233
твёрдым,114584,233
верным,34541,233
держались,42008,233
длиться,53343,233
прилежно,101570,233
выдержи,17218,233
впору,69918,233
стабильным,75467,233
сохранял,59487,233
хранить,22950,233
удержавшись,91613,233
усилена,90600,233
удержать,16554,233
сдержан,110762,233
стабильной,57073,233
сдержи,10985,233
стой,9053,233
удерживал,60145,233
держатся,49155,233
сохранил,25839,233
стойки,36293,233
терпя,69668,233
пристально,17247,233
держим,81462,233
стабильное,67514,233
верными,66658,233
держась,38132,233
уперлась,84140,233
прочный,77249,233
прочная,106658,233
